Occurrences	Word	Length	Freq_HAL	Log_Freq_HAL	POS
1	chaos	5	19,314	9.869	NN
1	chapel	6	2,917	7.978	NN
1	charcoal	8	853	6.749	NN
1	cheek	5	3,555	8.176	NN
1	cheese	6	8,662	9.067	NN
1	chemistry	9	12,668	9.447	NN
1	cherish	7	661	6.494	VB
1	chest	5	13,012	9.474	NN
1	chief	5	19,007	9.853	JJ|NN
1	childish	8	2,886	7.968	JJ
1	chocolate	9	9,520	9.161	NN
1	choir	5	2,131	7.664	NN
1	church	6	49,074	10.801	NN
1	cigarette	9	2,881	7.966	NN
1	circumstance	12	1,638	7.401	NN
1	clarify	7	5,776	8.661	VB|NN
1	class	5	94,260	11.454	NN|VB
1	classroom	9	4,309	8.368	NN
1	closet	6	5,258	8.568	NN
1	cloth	5	11,191	9.323	NN
1	club	4	63,264	11.055	NN|VB
1	clue	4	17,913	9.793	NN|VB
1	coal	4	4,838	8.484	NN
1	coast	5	22,188	10.007	NN|VB
1	cocktail	8	1,491	7.307	NN
1	code	4	148,173	11.906	NN|VB
1	coffee	6	18,382	9.819	NN
1	collect	7	14,307	9.569	VB|JJ
1	colonel	7	3,384	8.127	NN
1	colt	4	1,935	7.568	NN
1	comfort	7	6,490	8.778	NN|VB
1	communicate	11	12,666	9.447	VB
1	company	7	156,262	11.959	NN
1	compare	7	21,932	9.996	VB
1	composer	8	4,050	8.306	NN
1	computer	8	253,358	12.443	NN
1	concept	7	30,857	10.337	NN
1	conclude	8	5,858	8.676	VB
1	cone	4	3,540	8.172	NN
1	confession	10	1,748	7.466	NN
1	confident	9	5,460	8.605	JJ
1	confusion	9	11,381	9.340	NN
1	construction	12	21,131	9.958	NN
1	contemplate	11	955	6.862	VB
1	conversation	12	16,064	9.684	NN
1	cop	3	11,145	9.319	NN
1	cord	4	4,635	8.441	NN
1	corner	6	23,080	10.047	NN|VB
1	corporation	11	42,707	10.662	NN
1	costume	7	3,384	8.127	NN
1	cottage	7	1,318	7.184	NN
1	cotton	6	5,698	8.648	NN|VB
1	couple	6	93,448	11.445	NN|JJ|VB
1	cousin	6	4,073	8.312	NN
1	cradle	6	1,231	7.116	NN
1	criticism	9	9,252	9.133	NN
1	crucial	7	5,240	8.564	JJ
1	crystal	7	13,437	9.506	NN
1	curtain	7	1,953	7.577	NN|VB
1	curve	5	7,958	8.982	NN|VB
1	dad	3	11,823	9.378	NN
1	declare	7	8,390	9.035	VB|NN
1	decoration	10	636	6.455	NN
1	definition	10	109,857	11.607	NN
1	demon	5	8,977	9.102	NN
1	denial	6	5,104	8.538	NN
1	depth	5	12,604	9.442	NN
1	deserve	7	11,987	9.392	VB
1	despair	7	3,879	8.263	NN|VB
1	destruction	11	12,688	9.448	NN
1	determine	9	25,579	10.150	VB
1	devil	5	8,234	9.016	NN
1	diamond	7	18,291	9.814	NN
1	different	9	223,502	12.317	JJ|NN
1	difficulty	10	11,902	9.384	NN
1	dirt	4	7,642	8.941	NN
1	disc	4	16,844	9.732	NN
1	discuss	7	30,217	10.316	VB
1	discussion	10	96,245	11.475	NN
1	dollar	6	23,916	10.082	NN
1	drawer	6	2,480	7.816	NN
1	dreary	6	408	6.011	JJ
1	driver	6	69,007	11.142	NN
1	drizzle	7	283	5.645	NN|VB
1	dusk	4	795	6.678	NN
1	effort	6	37,651	10.536	NN
1	elastic	7	1,656	7.412	JJ
1	elegance	8	758	6.631	NN
1	emergency	9	13,361	9.500	NN
1	employee	8	11,023	9.308	NN
1	encourage	9	16,191	9.692	VB
1	engage	6	7,331	8.900	VB
1	engagement	10	2,508	7.827	NN
1	enjoy	5	46,729	10.752	VB|NN
1	equation	8	7,382	8.907	NN
1	era	3	15,136	9.625	NN
1	essay	5	4,621	8.438	NN|VB
1	essential	9	16,147	9.689	JJ|NN
1	exit	4	25,629	10.151	NN|VB
1	exotic	6	3,668	8.207	JJ
1	expand	6	12,699	9.449	VB
1	factory	7	19,414	9.874	NN
1	fame	4	6,089	8.714	NN
1	fantasy	7	21,100	9.957	NN
1	fashion	7	13,373	9.501	NN|VB
1	fast	4	77,003	11.252	RB|JJ
1	fence	5	5,277	8.571	NN|VB
1	fiction	7	19,200	9.863	NN
1	film	4	52,691	10.872	NN|VB
1	flesh	5	11,266	9.330	NN
1	flight	6	30,145	10.314	NN
1	flour	5	4,625	8.439	NN|VB
1	flu	3	1,522	7.328	NN
1	fog	3	4,787	8.474	NN|VB
1	football	8	17,788	9.786	NN
1	formal	6	12,504	9.434	JJ|NN
1	fox	3	13,959	9.544	NN|VB
1	fragile	7	2,339	7.757	JJ
1	fraud	5	7,665	8.944	NN
1	friendly	8	17,486	9.769	JJ
1	frustration	11	4,331	8.374	NN
1	fury	4	3,864	8.259	NN
1	garden	6	11,220	9.325	NN|VB
1	gate	4	16,638	9.719	NN|VB
1	gauge	5	4,936	8.504	NN|VB
1	gentleman	9	4,731	8.462	NN
1	glass	5	20,768	9.941	NN
1	globe	5	5,452	8.604	NN
1	glove	5	2,355	7.764	NN|VB
1	goat	4	2,562	7.849	NN
1	gossip	6	1,819	7.506	NN|VB
1	grade	5	14,834	9.605	NN|VB
1	greet	5	921	6.825	VB|NN
1	grief	5	3,903	8.270	NN
1	groom	5	1,692	7.434	NN|VB
1	guest	5	14,822	9.604	NN
1	guitar	6	24,781	10.118	NN
1	gut	3	3,726	8.223	NN|VB
1	hall	4	33,443	10.418	NN
1	harm	4	12,379	9.424	NN|VB
1	harsh	5	4,910	8.499	JJ
1	hawk	4	3,597	8.188	NN|VB
1	haze	4	937	6.843	NN
1	heart	5	45,783	10.732	NN|VB
1	helium	6	1,163	7.059	NN|JJ
1	herb	4	4,078	8.313	NN
1	hero	4	15,998	9.680	NN
1	heroine	7	1,027	6.934	NN
1	hill	4	31,346	10.353	NN
1	hip	3	6,836	8.830	NN
1	home	4	190,434	12.157	NN|VB|RB
1	honest	6	22,071	10.002	JJ|minor
1	honey	5	9,093	9.115	NN
1	hospital	8	19,468	9.877	NN
1	hostility	9	1,931	7.566	NN
1	hotel	5	20,364	9.922	NN
1	hound	5	2,575	7.854	NN|VB
1	hurricane	9	4,854	8.488	NN
1	hysteria	8	1,384	7.233	NN
1	ice	3	38,056	10.547	NN|VB
1	ignorance	9	12,468	9.431	NN
1	illegal	7	31,825	10.368	JJ|NN
1	illusion	8	5,005	8.518	NN
1	imitate	7	1,005	6.913	VB
1	impatient	9	1,189	7.081	JJ|NN
1	impression	10	15,611	9.656	NN
1	income	6	35,824	10.486	NN
1	industry	8	56,926	10.950	NN
1	inexpensive	11	6,576	8.791	JJ
1	inform	6	8,985	9.103	VB
1	inn	3	10,053	9.216	NN
1	insane	6	6,598	8.795	JJ|NN
1	insect	6	2,539	7.840	NN
1	inspect	7	1,588	7.370	VB
1	instructor	10	7,586	8.934	NN
1	instrument	10	10,141	9.224	NN
1	interest	8	90,246	11.410	NN|VB
1	intuition	9	1,823	7.508	NN
1	iron	4	19,187	9.862	NN|VB|JJ
1	jaw	3	2,302	7.742	NN|VB
1	jet	3	12,298	9.417	NN
1	journal	7	29,244	10.283	NN
1	joy	3	11,703	9.368	NN
1	justice	7	31,679	10.363	NN
1	key	3	95,993	11.472	JJ|NN|VB
1	kidney	6	2,471	7.812	NN
1	knife	5	7,120	8.871	NN|VB
1	laden	5	599	6.395	JJ
1	lady	4	25,980	10.165	NN
1	lake	4	21,614	9.981	NN
1	lamb	4	3,444	8.144	NN
1	language	8	97,874	11.491	NN
1	law	3	125,412	11.739	NN
1	leader	6	32,758	10.397	NN
1	ledge	5	1,577	7.363	NN
1	legion	6	4,491	8.410	NN
1	lens	4	9,343	9.142	NN
1	letter	6	58,299	10.973	NN
1	limb	4	2,127	7.662	NN
1	linen	5	1,418	7.257	NN
1	lion	4	7,671	8.945	NN
1	locate	6	11,350	9.337	VB
1	loop	4	16,305	9.699	NN|VB
1	lover	5	7,081	8.865	NN
1	luck	4	60,629	11.013	NN
1	lunch	5	11,094	9.314	NN|VB
1	lung	4	13,500	9.510	NN
1	machine	7	121,109	11.704	NN|VB
1	maker	5	8,080	8.997	NN
1	manager	7	59,800	10.999	NN
1	manner	6	22,183	10.007	NN
1	mare	4	1,430	7.265	NN
1	marijuana	9	10,768	9.284	NN
1	marrow	6	1,039	6.946	NN
1	mechanic	8	2,266	7.726	NN|JJ
1	medium	6	19,072	9.856	NN
1	men	3	98,321	11.496	NN
1	menu	4	28,562	10.260	NN
1	might	5	277,738	12.534	VB|NN
1	milk	4	15,195	9.629	NN|VB
1	minister	8	22,530	10.023	NN|VB
1	minute	6	29,713	10.299	NN
1	misery	6	2,895	7.971	NN
1	mob	3	7,529	8.927	NN
1	modern	6	35,406	10.475	JJ|NN
1	monk	4	3,775	8.236	NN
1	monster	7	15,607	9.655	NN
1	month	5	76,300	11.242	NN
1	moon	4	30,689	10.332	NN|VB
1	morning	7	36,262	10.499	NN
1	moss	4	3,715	8.220	NN
1	motel	5	1,671	7.421	NN
1	mountain	8	34,727	10.455	NN
1	movement	8	30,554	10.327	NN
1	movie	5	61,248	11.023	NN
1	mud	3	11,445	9.345	NN
1	music	5	134,404	11.809	NN
1	mustard	7	1,664	7.417	NN
1	navy	4	8,936	9.098	NN|JJ
1	nephew	6	1,363	7.217	NN
1	noticeable	10	2,939	7.986	JJ
1	nurse	5	6,640	8.801	NN|VB
1	oak	3	6,450	8.772	NN
1	occur	5	21,415	9.972	VB
1	ocean	5	11,050	9.310	NN
1	oil	3	34,785	10.457	NN
1	opponent	8	15,498	9.648	NN
1	orchestra	9	4,971	8.511	NN
1	order	5	193,686	12.174	NN|VB
1	overcome	8	7,196	8.881	VB
1	ox	2	1,190	7.082	NN
1	pain	4	36,596	10.508	NN|VB
1	pair	4	23,219	10.053	NN|VB|JJ
1	palm	4	5,990	8.698	NN|VB
1	party	5	68,745	11.138	NN|VB
1	passion	7	6,347	8.756	NN
1	payment	7	30,487	10.325	NN
1	peace	5	40,408	10.607	NN
1	pearl	5	10,738	9.282	NN
1	perception	10	7,178	8.879	NN
1	person	6	167,439	12.028	NN
1	pet	3	14,817	9.604	NN|VB
1	phrase	6	12,897	9.465	NN|VB
1	physician	9	4,205	8.344	NN
1	pie	3	4,935	8.504	NN
1	pilot	5	16,024	9.682	NN|VB
1	pipe	4	12,205	9.410	NN|VB
1	planet	6	26,589	10.188	NN
1	plate	5	10,419	9.251	NN|VB
1	plenty	6	22,730	10.031	NN
1	polite	6	5,981	8.696	JJ
1	politician	10	3,126	8.048	NN
1	polyester	9	715	6.572	NN
1	population	10	33,381	10.416	NN
1	pot	3	13,161	9.485	NN
1	potato	6	3,178	8.064	NN
1	poverty	7	7,521	8.925	NN
1	prestige	8	1,702	7.440	NN
1	prey	4	3,684	8.212	NN|VB
1	pride	5	8,227	9.015	NN|VB
1	prince	6	11,047	9.310	NN
1	proclaim	8	1,362	7.217	VB
1	profession	10	4,960	8.509	NN
1	proof	5	28,838	10.269	NN|JJ
1	psychology	10	10,145	9.225	NN
1	purse	5	1,862	7.529	NN|VB
1	queen	5	17,473	9.768	NN
1	quest	5	10,059	9.216	NN
1	quick	5	37,673	10.537	JJ|NN|RB
1	rabbit	6	5,751	8.657	NN|VB
1	racket	6	671	6.509	NN
1	rail	4	7,339	8.901	NN|VB
1	rat	3	7,399	8.909	NN
1	rattle	6	1,234	7.118	NN|VB
1	ray	3	23,072	10.046	NN
1	read	4	289,582	12.576	VB|NN
1	reader	6	23,072	10.046	NN
1	recent	6	61,027	11.019	JJ
1	reduce	6	21,540	9.978	VB
1	reef	4	2,981	8.000	NN
1	reflection	10	4,507	8.413	NN
1	region	6	27,072	10.206	NN
1	replace	7	27,530	10.223	VB|NN
1	restless	8	956	6.863	JJ
1	right	5	388,384	12.870	NN|JJ|RB|VB
1	roam	4	1,099	7.002	VB
1	rod	3	19,565	9.881	NN
1	root	4	27,384	10.218	NN|VB
1	rough	5	10,148	9.225	JJ|RB|VB
1	safety	6	23,660	10.072	NN
1	sailor	6	6,240	8.739	NN
1	saint	5	6,328	8.753	NN
1	salt	4	15,258	9.633	NN|VB
1	sauce	5	5,757	8.658	NN
1	scarce	6	1,890	7.544	JJ
1	scheme	6	15,924	9.676	NN|VB
1	science	7	99,256	11.505	NN
1	scientist	9	9,071	9.113	NN
1	seashore	8	235	5.460	NN
1	season	6	37,562	10.534	NN
1	second	6	150,377	11.921	JJ|NN|RB|VB
1	secretary	9	14,898	9.609	NN
1	seed	4	8,215	9.014	NN|VB
1	self	4	29,333	10.286	NN
1	sense	5	77,530	11.258	NN|VB
1	sentry	6	893	6.795	NN
1	shame	5	11,304	9.333	NN|VB
1	sharp	5	12,847	9.461	JJ|NN
1	shelter	7	4,384	8.386	NN|VB
1	sheriff	7	1,740	7.462	NN
1	shore	5	6,111	8.718	NN|VB
1	short	5	95,521	11.467	JJ|NN|RB|VB
1	sick	4	22,109	10.004	JJ|NN|VB
1	sickness	8	1,765	7.476	NN
1	singer	6	9,407	9.149	NN
1	sinner	6	1,124	7.025	NN
1	skill	5	18,471	9.824	NN|JJ
1	society	7	78,371	11.269	NN
1	sofa	4	1,515	7.323	NN
1	soldier	7	8,296	9.024	NN|VB
1	sorrow	6	1,512	7.321	NN|VB
1	soul	4	32,352	10.384	NN
1	soup	4	6,046	8.707	NN|VB
1	south	5	66,282	11.102	NN|RB|JJ
1	spend	5	40,764	10.616	VB
1	spirit	6	40,804	10.617	NN
1	spoon	5	2,624	7.872	NN|VB
1	squad	5	4,812	8.479	NN
1	state	5	199,232	12.202	NN|VB
1	steeple	7	86	4.454	NN
1	stream	6	11,580	9.357	NN|VB
1	strong	6	69,234	11.145	JJ|RB|NN
1	stud	4	3,139	8.052	NN
1	stupid	6	45,414	10.724	JJ|NN
1	suds	4	164	5.100	NN
1	sugar	5	14,292	9.567	NN|VB
1	summer	6	34,481	10.448	NN|JJ
1	sun	3	74,083	11.213	NN|VB
1	sunrise	7	2,059	7.630	NN
1	surgery	7	8,303	9.024	NN
1	swamp	5	5,706	8.649	NN|VB
1	sweater	7	1,314	7.181	NN
1	symbol	6	12,275	9.415	NN
1	target	6	29,601	10.296	NN|VB
1	tax	3	62,254	11.039	NN|VB
1	taxi	4	2,745	7.918	NN|VB
1	tea	3	8,688	9.070	NN
1	tear	4	6,617	8.797	NN
1	teeth	5	10,942	9.300	NN
1	telephone	9	39,460	10.583	NN|VB
1	television	10	22,560	10.024	NN
1	temper	6	1,776	7.482	NN|VB
1	text	4	124,115	11.729	NN
1	theft	5	4,875	8.492	NN
1	theme	5	14,345	9.571	NN
1	theory	6	48,737	10.794	NN
1	threat	6	18,510	9.826	NN
1	timber	6	4,325	8.372	NN
1	tiny	4	15,764	9.665	JJ|NN
1	tobacco	7	5,750	8.657	NN
1	toe	3	4,548	8.422	NN|VB
1	tooth	5	3,129	8.048	NN
1	tower	5	23,842	10.079	NN|VB
1	tragedy	7	3,635	8.198	NN
1	tree	4	27,218	10.212	NN
1	trial	5	19,700	9.888	NN
1	trip	4	28,399	10.254	NN|VB
1	triumph	7	3,469	8.152	NN|VB
1	unhappy	7	3,795	8.241	JJ
1	universe	8	35,314	10.472	NN
1	unnecessary	11	6,223	8.736	JJ
1	value	5	82,888	11.325	NN|VB
1	vanish	6	1,396	7.241	VB
1	vehicle	7	13,714	9.526	NN
1	verdict	7	1,755	7.470	NN
1	vessel	6	3,871	8.261	NN
1	victor	6	8,917	9.096	NN
1	victory	7	11,304	9.333	NN
1	vinegar	7	1,944	7.573	NN
1	violation	9	11,416	9.343	NN
1	violent	7	12,285	9.416	JJ
1	violet	6	1,241	7.124	NN
1	violin	6	2,583	7.857	NN
1	vision	6	20,427	9.925	NN
1	vitamin	7	3,789	8.240	NN
1	warrior	7	10,894	9.296	NN
1	way	3	490,087	13.102	NN
1	week	4	109,477	11.603	NN
1	weekend	7	24,127	10.091	NN
1	west	4	62,838	11.048	NN|JJ|RB
1	wheat	5	4,108	8.321	NN
1	wire	4	16,615	9.718	NN|VB
1	wisdom	6	12,554	9.438	NN
1	world	5	295,523	12.597	NN
1	writer	6	22,933	10.040	NN
1	year	4	246,566	12.415	NN
1	zone	4	17,300	9.758	NN
2	accident	8	11,152	9.319	NN
2	action	6	77,756	11.261	NN
2	actor	5	10,471	9.256	NN
2	air	3	81,115	11.304	NN|VB
2	aisle	5	1,388	7.236	NN
2	alley	5	3,011	8.010	NN
2	allow	5	76,957	11.251	VB|NN
2	aluminum	8	6,380	8.761	NN|JJ
2	analyze	7	5,402	8.595	VB
2	ancient	7	18,204	9.809	JJ|NN
2	angry	5	13,441	9.506	JJ
2	animal	6	24,745	10.116	NN
2	announce	8	10,018	9.212	VB|NN
2	anxious	7	2,734	7.914	JJ
2	arithmetic	10	3,290	8.099	NN
2	arrange	7	6,050	8.708	VB
2	article	7	861,595	13.667	NN
2	ashamed	7	3,799	8.242	JJ
2	assume	6	42,861	10.666	VB
2	atom	4	3,410	8.134	NN
2	attention	9	45,081	10.716	NN
2	aunt	4	2,845	7.953	NN
2	author	6	53,382	10.885	NN|VB
2	avoid	5	45,327	10.722	VB
2	awful	5	8,797	9.082	JJ
2	baby	4	35,810	10.486	NN|VB
2	balloon	7	4,612	8.436	NN|VB
2	bar	3	31,561	10.360	NN|VB
2	bathroom	8	6,414	8.766	NN
2	believe	7	208,406	12.247	VB
2	bell	4	24,815	10.119	NN
2	Bible	5	24,550	10.108	NN
2	bicycle	7	5,038	8.525	NN
2	birthday	8	8,557	9.055	NN
2	blood	5	51,801	10.855	NN
2	booth	5	4,464	8.404	NN
2	bottle	6	18,633	9.833	NN|VB
2	bottom	6	43,483	10.680	NN|VB|JJ
2	brandy	6	1,564	7.355	NN
2	bride	5	3,676	8.210	NN
2	bridge	6	19,356	9.871	NN|VB
2	broad	5	12,608	9.442	JJ|NN
2	buddy	5	8,318	9.026	NN
2	build	5	47,708	10.773	VB|NN
2	bus	3	35,778	10.485	NN|VB
2	buy	3	130,387	11.778	VB|NN
2	cannon	6	7,579	8.933	NN
2	capability	10	13,162	9.485	NN
2	carriage	8	2,568	7.851	NN
2	catastrophe	11	1,027	6.934	NN
2	century	7	31,984	10.373	NN
2	champagne	9	1,424	7.261	NN
2	cheap	5	34,326	10.444	JJ|RB|NN
2	cheerful	8	699	6.550	JJ
2	choke	5	2,959	7.993	VB|NN
2	cigar	5	1,240	7.123	NN
2	clever	6	7,601	8.936	JJ
2	cliff	5	5,132	8.543	NN
2	coat	4	10,295	9.239	NN|VB
2	college	7	77,818	11.262	NN|VB
2	companion	9	7,669	8.945	NN
2	competence	10	1,671	7.421	NN
2	complain	8	12,433	9.428	VB|NN
2	confidence	10	14,812	9.603	NN
2	construct	9	7,754	8.956	VB
2	cooperate	9	2,591	7.860	VB
2	corridor	8	2,970	7.996	NN
2	couch	5	4,971	8.511	NN
2	course	6	195,947	12.186	NN|VB
2	cow	3	7,262	8.890	NN|VB
2	crazy	5	17,520	9.771	JJ
2	creator	7	8,017	8.989	NN
2	crib	4	1,280	7.155	NN|VB
2	cruel	5	5,177	8.552	JJ
2	danger	6	12,703	9.450	NN
2	date	4	136,274	11.822	NN|VB
2	decade	6	6,998	8.853	NN
2	defend	6	15,251	9.632	VB
2	delightful	10	1,704	7.441	JJ
2	dense	5	3,021	8.013	JJ|NN
2	dentist	7	1,485	7.303	NN
2	deny	4	13,082	9.479	VB
2	dictionary	10	13,452	9.507	NN
2	diet	4	12,432	9.428	NN|VB
2	differ	6	7,482	8.920	VB
2	dirty	5	14,094	9.554	JJ|VB|NN
2	discourage	10	2,760	7.923	VB
2	disease	7	23,168	10.051	NN
2	divide	6	6,284	8.746	VB|NN
2	do	2	1,360,645	14.123	VB|NN
2	dog	3	58,314	10.974	NN|VB
2	dominate	8	3,176	8.063	VB
2	doorway	7	1,657	7.413	NN
2	drum	4	8,300	9.024	NN|VB
2	earn	4	11,987	9.392	VB
2	elbow	5	3,401	8.132	NN|VB
2	elect	5	2,831	7.948	VB|NN|JJ
2	elevator	8	3,215	8.076	NN
2	emotion	7	4,530	8.418	NN
2	employer	8	27,757	10.231	NN
2	engine	6	39,577	10.586	NN
2	entertain	9	2,531	7.836	VB
2	evaluate	8	7,252	8.889	VB
2	evening	7	18,925	9.848	NN
2	examine	7	8,398	9.036	VB|NN
2	explore	7	10,339	9.244	VB|NN
2	eye	3	41,052	10.623	NN|VB
2	fabric	6	5,876	8.679	NN
2	fact	4	184,510	12.125	NN
2	fee	3	27,166	10.210	NN
2	fever	5	4,171	8.336	NN
2	finger	6	37,566	10.534	NN|VB
2	foolish	7	5,757	8.658	JJ
2	foot	4	24,212	10.095	NN|VB
2	formula	7	11,727	9.370	NN
2	frigid	6	297	5.694	JJ
2	fun	3	75,696	11.234	NN|JJ
2	funny	5	36,714	10.511	JJ
2	furniture	9	4,701	8.456	NN
2	gather	6	7,255	8.889	VB
2	generous	8	4,648	8.444	JJ
2	gin	3	1,092	6.996	NN
2	glad	4	25,586	10.150	JJ
2	goal	4	26,030	10.167	NN
2	grow	4	24,803	10.119	VB|NN
2	guardian	8	9,734	9.183	NN
2	hang	4	17,803	9.787	VB|NN
2	happen	6	66,094	11.099	VB
2	happiness	9	8,685	9.069	NN
2	hat	3	11,748	9.371	NN
2	hear	4	90,309	11.411	VB|NN
2	heavy	5	32,826	10.399	JJ|NN|RB
2	helper	6	2,029	7.615	NN
2	hen	3	1,305	7.174	NN
2	highway	7	11,286	9.331	NN
2	hole	4	25,790	10.158	NN|VB
2	horn	4	9,173	9.124	NN
2	hose	4	3,874	8.262	NN
2	husband	7	19,172	9.861	NN|VB
2	hut	3	1,868	7.533	NN
2	illness	7	5,875	8.678	NN
2	image	5	63,630	11.061	NN|VB
2	imagine	7	34,419	10.446	VB
2	immoral	7	4,130	8.326	JJ
2	important	9	105,978	11.571	JJ|NN
2	inch	4	16,319	9.700	NN|VB
2	infection	9	9,019	9.107	NN
2	information	11	467,659	13.055	NN
2	inquire	7	3,137	8.051	VB
2	insight	7	7,742	8.954	NN
2	intelligent	11	20,769	9.941	JJ
2	investigate	11	10,814	9.289	VB
2	jacket	6	10,208	9.231	NN
2	jail	4	9,659	9.176	NN|VB
2	jar	3	2,937	7.985	NN
2	job	3	152,135	11.933	NN|VB
2	journey	7	6,722	8.813	NN|VB
2	juice	5	7,653	8.943	NN
2	justify	7	10,441	9.253	VB
2	kid	3	20,833	9.944	NN|VB
2	king	4	52,583	10.870	NN
2	kitchen	7	9,720	9.182	NN
2	knee	4	7,176	8.878	NN|VB
2	lawyer	6	12,105	9.401	NN
2	leg	3	17,838	9.789	NN|VB
2	lemon	5	4,015	8.298	NN|JJ
2	lend	4	2,983	8.001	VB
2	lip	3	3,323	8.109	NN
2	literature	10	20,438	9.925	NN
2	liver	5	25,025	10.128	NN
2	logic	5	34,025	10.435	NN
2	long	4	273,917	12.521	JJ|RB|NN|VB
2	magnitude	9	4,661	8.447	NN
2	maid	4	1,714	7.447	NN
2	maple	5	4,079	8.314	NN
2	marry	5	7,832	8.966	VB
2	mayor	5	4,322	8.371	NN
2	meet	4	48,215	10.783	VB|NN
2	melody	6	2,693	7.898	NN
2	metal	5	28,116	10.244	NN
2	meter	5	8,212	9.013	NN|VB
2	mink	4	582	6.366	NN
2	mist	4	3,266	8.091	NN|VB
2	modest	6	3,400	8.132	JJ
2	molecule	8	1,368	7.221	NN
2	mood	4	7,396	8.909	NN
2	motor	5	13,981	9.545	NN|JJ|VB
2	multiply	8	3,467	8.151	VB
2	news	4	149,044	11.912	NN
2	newspaper	9	16,824	9.731	NN
2	nice	4	113,119	11.636	JJ
2	noise	5	20,803	9.943	NN
2	normal	6	70,982	11.170	JJ|RB
2	north	5	77,220	11.254	NN|RB|JJ
2	nose	4	13,919	9.541	NN|VB
2	obey	4	4,163	8.334	VB
2	obtain	6	25,096	10.130	VB
2	obvious	7	37,370	10.529	JJ
2	odd	3	16,315	9.700	JJ
2	old	3	238,321	12.381	JJ|NN
2	organ	5	19,107	9.858	NN
2	originate	9	1,430	7.265	VB
2	orthodontist	12	63	4.143	NN
2	owe	3	4,783	8.473	VB
2	pact	4	1,366	7.220	NN
2	page	4	157,108	11.965	NN|VB
