Occurrences	Word	Length	Freq_HAL	Log_Freq_HAL	POS
1	alternative	11	"30,931"	10.34	NN|JJ
1	alto	4	"5,834"	8.671	NN
1	aluminum	8	"6,380"	8.761	NN|JJ
1	amateur	7	"12,735"	9.452	NN|JJ
1	amaze	5	803	6.688	VB
1	ambition	8	"1,258"	7.137	NN
1	ambulance	9	"1,400"	7.244	NN
1	America	7	"78,729"	11.274	NN
1	American	8	"119,723"	11.693	JJ|NN
1	amount	6	"61,858"	11.033	NN|VB
1	amp	3	"8,909"	9.095	NN
1	amuse	5	644	6.468	VB
1	analysis	8	"47,575"	10.77	NN
1	analyze	7	"5,402"	8.595	VB
1	anarchy	7	"3,489"	8.157	NN
1	anatomy	7	"2,322"	7.75	NN
1	ancestor	8	"1,996"	7.599	NN
1	anchor	6	"2,766"	7.925	NN|VB
1	angel	5	"18,184"	9.808	NN
1	anger	5	"8,608"	9.06	NN|VB
1	angle	5	"10,577"	9.266	NN|VB
1	animal	6	"24,745"	10.116	NN
1	ankle	5	"2,699"	7.901	NN
1	annihilate	10	300	5.704	VB
1	announce	8	"10,018"	9.212	VB|NN
1	annoy	5	"3,874"	8.262	VB
1	annoying	8	"13,329"	9.498	JJ|VB|NN
1	annual	6	"23,577"	10.068	JJ|NN
1	answer	6	"109,246"	11.601	NN|VB
1	ant	3	"2,773"	7.928	NN
1	anteater	8	71	4.263	NN
1	antelope	8	511	6.236	NN
1	antenna	7	"6,646"	8.802	NN
1	antidote	8	404	6.001	NN
1	antique	7	"3,346"	8.116	JJ|NN
1	antler	6	85	4.443	NN
1	anxiety	7	"2,664"	7.888	NN
1	anything	8	"214,704"	12.277	NN
1	apartment	9	"8,965"	9.101	NN
1	apathy	6	"1,017"	6.925	NN
1	ape	3	"3,850"	8.256	NN|VB
1	apex	4	"1,099"	7.002	NN
1	apology	7	"4,124"	8.325	NN
1	appeal	6	"11,721"	9.369	NN|VB
1	appear	6	"46,487"	10.747	VB
1	appearance	10	"12,998"	9.473	NN
1	appendage	9	220	5.394	NN
1	apple	5	"65,844"	11.095	NN
1	appliance	9	816	6.704	NN
1	application	11	"87,255"	11.377	NN
1	appointment	11	"4,706"	8.457	NN
1	appraise	8	144	4.97	VB
1	approval	8	"10,239"	9.234	NN
1	apron	5	540	6.292	NN
1	architect	9	"3,893"	8.267	NN
1	architecture	12	"18,428"	9.822	NN
1	Arctic	6	"1,724"	7.452	NN|JJ
1	area	4	"160,430"	11.986	NN
1	arena	5	"10,812"	9.288	NN
1	argue	5	"20,857"	9.945	VB
1	argument	8	"49,353"	10.807	NN
1	arithmetic	10	"3,290"	8.099	NN
1	arm	3	"20,427"	9.925	NN|VB
1	armor	5	"13,211"	9.489	NN
1	arms	4	"32,708"	10.395	NN|VB
1	army	4	"34,024"	10.435	NN
1	aroma	5	801	6.686	NN
1	arrest	6	"6,567"	8.79	NN|VB
1	arrive	6	"9,548"	9.164	VB
1	arrow	5	"7,324"	8.899	NN
1	art	3	"62,513"	11.043	NN
1	artery	6	448	6.105	NN
1	article	7	"861,595"	13.667	NN
1	artist	6	"17,005"	9.741	NN
1	arts	4	"22,653"	10.028	NN
1	ascend	6	"1,128"	7.028	VB
1	ascent	6	943	6.849	NN
1	ash	3	"3,594"	8.187	NN
1	ashtray	7	254	5.537	NN
1	Asia	4	"13,885"	9.539	NN
1	ask	3	"138,493"	11.839	VB
1	asphalt	7	"1,271"	7.148	NN
1	aspirin	7	"1,239"	7.122	NN
1	ass	3	"29,848"	10.304	NN|VB
1	assault	7	"10,485"	9.258	NN|VB
1	assignment	10	"8,029"	8.991	NN
1	assist	6	"13,081"	9.479	VB
1	assistance	10	"20,429"	9.925	NN
1	assistant	9	"14,971"	9.614	NN
1	associate	9	"10,550"	9.264	VB
1	assume	6	"42,861"	10.666	VB
1	asteroid	8	"1,760"	7.473	JJ
1	astrology	9	"3,214"	8.075	NN
1	astronaut	9	"1,002"	6.91	NN
1	astronomy	9	"5,990"	8.698	NN
1	athlete	7	"1,336"	7.197	NN
1	atlas	5	"5,318"	8.579	NN
1	atmosphere	10	"10,109"	9.221	NN
1	atom	4	"3,410"	8.134	NN
1	attach	6	"7,340"	8.901	VB|NN
1	attack	6	"46,040"	10.737	NN|VB
1	attempt	7	"41,637"	10.637	NN|VB
1	attend	6	"11,518"	9.352	VB
1	attendance	10	"3,207"	8.073	NN
1	attention	9	"45,081"	10.716	NN
1	Attic	5	"1,401"	7.245	NN
1	attire	6	806	6.692	NN
1	attitude	8	"20,636"	9.935	NN
1	attorney	8	"14,590"	9.588	NN
1	attract	7	"5,510"	8.614	VB
1	audience	8	"20,905"	9.948	NN
1	aunt	4	"2,845"	7.953	NN
1	aura	4	"4,923"	8.502	NN
1	author	6	"53,382"	10.885	NN|VB
1	authority	9	"23,585"	10.068	NN
1	auto	4	"15,581"	9.654	NN
1	automobile	10	"3,053"	8.024	NN
1	autumn	6	"3,168"	8.061	NN
1	avenue	6	"20,151"	9.911	NN
1	average	7	"61,913"	11.033	JJ|NN|VB
1	avoid	5	"45,327"	10.722	VB
1	awake	5	"3,506"	8.162	JJ|VB
1	award	5	"15,755"	9.665	NN|VB
1	awareness	9	"7,758"	8.956	NN
1	awe	3	"2,711"	7.905	NN|VB
1	ax	2	"3,139"	8.052	NN|VB
1	baby	4	"35,810"	10.486	NN|VB
1	back	4	"393,090"	12.882	RB|JJ|NN|VB
1	backbone	8	"4,126"	8.325	NN
1	background	10	"43,848"	10.688	NN
1	backpack	8	"1,933"	7.567	NN
1	bacon	5	"3,147"	8.054	NN
1	bacteria	8	"4,641"	8.443	NN
1	bad	3	"153,580"	11.942	JJ|NN|RB
1	badge	5	"2,039"	7.62	NN
1	bag	3	"16,427"	9.707	NN|VB
1	baggage	7	"1,875"	7.536	NN
1	bait	4	"4,289"	8.364	NN|VB
1	bake	4	"2,528"	7.835	VB|JJ|NN
1	baker	5	"12,645"	9.445	NN
1	balance	7	"22,511"	10.022	NN|VB
1	balcony	7	"1,083"	6.987	NN
1	bald	4	"2,764"	7.924	JJ
1	ball	4	"38,502"	10.558	NN
1	ballerina	9	140	4.942	NN
1	ballet	6	"1,669"	7.42	NN
1	balloon	7	"4,612"	8.436	NN|VB
1	ballot	6	"3,680"	8.211	NN|VB
1	ban	3	"11,740"	9.371	NN|VB
1	banana	6	"2,879"	7.965	NN
1	band	4	"49,179"	10.803	NN|VB
1	bandage	7	331	5.802	NN
1	bandanna	8	63	4.143	NN
1	bandit	6	"1,965"	7.583	NN
1	bang	4	"6,789"	8.823	NN|VB
1	banjo	5	"1,022"	6.93	NN
1	bank	4	"39,506"	10.584	NN|VB
1	banker	6	"1,088"	6.992	NN
1	banner	6	"3,113"	8.043	NN
1	banquet	7	"1,564"	7.355	NN
1	Baptist	7	"1,687"	7.431	NN
1	bar	3	"31,561"	10.36	NN|VB
1	barbecue	8	534	6.28	NN|VB
1	bargain	7	"3,813"	8.246	NN|VB
1	bark	4	"2,441"	7.8	NN|VB
1	barley	6	"1,197"	7.088	NN
1	barn	4	"2,575"	7.854	NN
1	barracuda	9	972	6.879	NN
1	barrel	6	"6,836"	8.83	NN|VB
1	barrier	7	"7,209"	8.883	NN
1	bartender	9	"1,125"	7.026	NN
1	barter	6	789	6.671	NN|VB
1	base	4	"59,143"	10.988	NN|VB
1	baseball	8	"18,372"	9.819	NN
1	basement	8	"4,682"	8.451	NN
1	basic	5	"73,227"	11.201	JJ|NN
1	basket	6	"2,815"	7.943	NN
1	basketball	10	"9,831"	9.193	NN
1	bass	4	"17,075"	9.745	NN
1	bassinet	8	57	4.043	NN
1	bat	3	"6,469"	8.775	NN|VB
1	bath	4	"5,621"	8.634	NN
1	bathroom	8	"6,414"	8.766	NN
1	bathtub	7	988	6.896	NN
1	battery	7	"27,473"	10.221	NN
1	battle	6	"28,733"	10.266	NN|VB
1	bay	3	"32,845"	10.4	NN|VB
1	be	2	"3,095,437"	14.945	VB
1	beach	5	"26,666"	10.191	NN
1	bead	4	"1,824"	7.509	NN|VB
1	beaker	6	406	6.006	NN
1	beam	4	"7,878"	8.972	NN|VB
1	bean	4	"3,575"	8.182	NN
1	bear	4	"23,529"	10.066	VB|NN
1	beard	5	"3,173"	8.062	NN
1	beast	5	"16,393"	9.705	NN
1	beat	4	"33,104"	10.407	VB|NN
1	beauty	6	"12,714"	9.45	NN
1	beaver	6	"1,727"	7.454	NN|VB
1	become	6	"93,420"	11.445	VB
1	bed	3	"31,345"	10.353	NN|VB
1	bedroom	7	"6,735"	8.815	NN
1	bee	3	"3,288"	8.098	NN
1	beef	4	"5,285"	8.573	NN|VB
1	beer	4	"24,708"	10.115	NN
1	beet	4	420	6.04	NN
1	beetle	6	"1,026"	6.933	NN|VB
1	beg	3	"4,583"	8.43	VB
1	beggar	6	682	6.525	NN|VB
1	begin	5	"60,828"	11.016	VB|NN
1	beginner	8	"3,841"	8.253	NN
1	beginning	9	"43,739"	10.686	VB|NN
1	behavior	8	"29,913"	10.306	NN
1	behind	6	"64,875"	11.08	minor|NN
1	being	5	"362,268"	12.8	VB|NN
1	belief	6	"19,406"	9.873	NN
1	believe	7	"208,406"	12.247	VB
1	bell	4	"24,815"	10.119	NN
1	belly	5	"5,986"	8.697	NN|RB
1	belong	6	"14,806"	9.603	VB|JJ
1	belt	4	"10,820"	9.289	NN
1	bench	5	"5,360"	8.587	NN
1	bend	4	"6,891"	8.838	NN|VB
1	benefit	7	"30,754"	10.334	NN|VB
1	bent	4	"8,475"	9.045	VB|NN|JJ
1	berry	5	"2,897"	7.971	NN
1	best	4	"269,708"	12.505	JJ|RB
1	bet	3	"29,909"	10.306	NN|VB
1	betray	6	771	6.648	VB
1	better	6	"284,711"	12.559	JJ|RB|NN|VB
1	beverage	8	"1,425"	7.262	NN
1	beware	6	"5,609"	8.632	VB
1	bias	4	"9,171"	9.124	NN|VB
1	Bible	5	"24,550"	10.108	NN
1	bicycle	7	"5,038"	8.525	NN
1	bike	4	"22,527"	10.022	NN|VB
1	bill	4	"116,919"	11.669	NN|VB
1	billboard	9	"1,112"	7.014	NN
1	binder	6	"1,864"	7.53	NN
1	biologist	9	"1,554"	7.349	NN
1	biology	7	"10,686"	9.277	NN
1	bird	4	"19,070"	9.856	NN
1	birth	5	"23,367"	10.059	NN
1	birthday	8	"8,557"	9.055	NN
1	biscuit	7	599	6.395	NN
1	bishop	6	"5,501"	8.613	NN
1	bison	5	"1,083"	6.987	NN
1	bit	3	"159,206"	11.978	NN|VB
1	bite	4	"8,162"	9.007	NN|VB
1	bitter	6	"5,910"	8.684	JJ
1	black	5	"160,756"	11.988	JJ|NN|VB
1	blackberry	10	130	4.868	NN|VB
1	blackboard	10	462	6.136	NN
1	blackmail	9	927	6.832	NN|VB
1	blade	5	"9,592"	9.169	NN
1	blame	5	"17,326"	9.76	VB|NN
1	blank	5	"15,240"	9.632	JJ|NN
1	blanket	7	"3,814"	8.246	NN
1	blast	5	"18,943"	9.849	NN|VB
1	blaze	5	"4,591"	8.432	NN|VB
1	bleach	6	"1,319"	7.185	NN|VB
1	blend	5	"3,255"	8.088	NN|VB
1	blender	7	972	6.879	NN
1	bless	5	"3,927"	8.276	VB
1	blessing	8	"6,964"	8.849	NN|VB
1	blind	5	"13,559"	9.515	JJ|NN|VB
1	block	5	"33,257"	10.412	NN|VB
1	blockade	8	"1,179"	7.072	NN|VB
1	blonde	6	"6,624"	8.798	JJ|NN
1	blood	5	"51,801"	10.855	NN
1	bloom	5	"3,773"	8.236	NN|VB
1	blossom	7	890	6.791	NN|VB
1	blot	4	529	6.271	NN|VB
1	blouse	6	"1,685"	7.43	NN
1	blow	4	"16,920"	9.736	NN|VB
1	blubber	7	140	4.942	NN|VB
1	blue	4	"89,005"	11.396	JJ|NN
1	blueberry	9	318	5.762	NN
1	blueprint	9	746	6.615	NN|VB
1	blues	5	"12,589"	9.441	NN
1	bluff	5	"1,101"	7.004	NN|VB
1	blunt	5	"1,713"	7.446	VB|JJ|NN
1	blur	4	"1,628"	7.395	NN|VB
1	blush	5	"1,254"	7.134	VB|NN
1	board	5	"79,617"	11.285	NN|VB
1	boat	4	"15,857"	9.671	NN
1	body	4	"116,235"	11.663	NN
1	bog	3	"6,275"	8.744	NN|VB
1	boil	4	"3,837"	8.252	VB|NN
1	bold	4	"5,486"	8.61	JJ
1	Bologna	7	888	6.789	NN
1	bolt	4	"7,295"	8.895	NN|VB
1	bomb	4	"15,377"	9.641	NN|VB
1	bond	4	"12,955"	9.469	NN|VB
1	bondage	7	"4,355"	8.379	NN
1	bone	4	"16,063"	9.684	NN|VB
1	bonus	5	"14,547"	9.585	NN
1	book	4	"190,905"	12.16	NN|VB
1	boom	4	"4,284"	8.363	NN|VB
1	boot	4	"43,868"	10.689	NN|VB
1	booth	5	"4,464"	8.404	NN
1	booze	5	962	6.869	NN|VB
1	border	6	"16,800"	9.729	NN|VB
1	boring	6	"12,707"	9.45	JJ|NN|VB
1	borrow	6	"4,242"	8.353	VB
1	boss	4	"10,002"	9.211	NN|VB
1	bother	6	"20,419"	9.924	VB|NN|minor
1	bottle	6	"18,633"	9.833	NN|VB
1	bottom	6	"43,483"	10.68	NN|VB|JJ
1	bouillon	8	96	4.564	NN
1	boulder	7	"6,519"	8.782	NN
1	boulevard	9	"2,518"	7.831	NN
1	bounce	6	"4,232"	8.35	VB|NN
1	bound	5	"12,725"	9.451	VB|NN
1	boundary	8	"4,319"	8.371	NN
1	bounty	6	"1,701"	7.439	NN
1	bourbon	7	457	6.125	NN
1	bow	3	"7,503"	8.923	NN
1	bowl	4	"10,720"	9.28	NN|VB
1	bowling	7	"5,426"	8.599	NN|VB
1	box	3	"171,530"	12.053	NN|VB
1	boxer	5	"1,744"	7.464	NN
1	boxing	6	"2,810"	7.941	NN|VB
1	boy	3	"42,823"	10.665	NN
1	boyfriend	9	"4,682"	8.451	NN
1	bra	3	"3,728"	8.224	NN
1	bracelet	8	443	6.094	NN
1	braces	6	845	6.739	NN|VB
1	brain	5	"54,113"	10.899	NN
1	brake	5	"6,154"	8.725	NN|VB
1	bran	4	594	6.387	NN
1	branch	6	"13,544"	9.514	NN|VB
1	brand	5	"25,019"	10.127	NN|VB
1	brandy	6	"1,564"	7.355	NN
1	brass	5	"12,055"	9.397	NN
1	brat	4	"1,080"	6.985	NN
1	bravado	7	263	5.572	NN
1	brave	5	"5,524"	8.617	JJ
1	bravery	7	455	6.12	NN
1	brawl	5	"1,090"	6.994	NN|VB
1	bread	5	"9,063"	9.112	NN
1	break	5	"47,766"	10.774	VB|NN
1	breakable	9	217	5.38	JJ
1	breakfast	9	"7,624"	8.939	NN|VB
1	breast	6	"7,545"	8.929	NN|VB
1	breath	6	"14,432"	9.577	NN
1	breathe	7	"3,117"	8.045	VB
1	breed	5	"15,241"	9.632	NN|VB
1	breeze	6	"2,120"	7.659	NN|VB
1	bribe	5	"1,123"	7.024	NN|VB
1	brick	5	"3,969"	8.286	NN
1	bride	5	"3,676"	8.21	NN
1	bridge	6	"19,356"	9.871	NN|VB
1	brief	5	"19,495"	9.878	JJ|NN|VB
1	briefcase	9	759	6.632	NN
1	bring	5	"56,510"	10.942	VB
1	brisk	5	348	5.852	JJ
1	bristle	7	229	5.434	NN|VB
1	brittle	7	737	6.603	JJ
1	broad	5	"12,608"	9.442	JJ|NN
1	broccoli	8	915	6.819	NN
1	broil	5	113	4.727	NN|VB
1	bronze	6	"5,284"	8.572	NN
1	brook	5	"2,791"	7.934	NN|VB
1	broom	5	600	6.397	NN
1	broth	5	768	6.644	NN
1	brother	7	"23,702"	10.073	NN
1	brown	5	"42,129"	10.648	JJ|NN|VB
1	bruise	6	456	6.122	NN|VB
1	brunette	8	958	6.865	JJ|NN
1	brush	5	"5,701"	8.648	NN|VB
1	bubble	6	"5,866"	8.677	NN|JJ|VB
1	buck	4	"6,798"	8.824	NN|VB
1	bucket	6	"3,329"	8.11	NN|VB
1	buckle	6	"1,228"	7.113	VB|NN
1	bud	3	"5,259"	8.568	NN|VB
1	buddy	5	"8,318"	9.026	NN
1	budget	6	"29,992"	10.309	NN|VB
1	buffalo	7	"8,343"	9.029	NN
1	bug	3	"32,226"	10.381	NN|VB
1	buggy	5	"4,444"	8.399	NN
1	bugle	5	435	6.075	NN
1	build	5	"47,708"	10.773	VB|NN
1	builder	7	"3,904"	8.27	NN
1	building	8	"48,370"	10.787	NN|VB
1	bulb	4	"3,246"	8.085	NN
1	bull	4	"8,305"	9.025	NN
1	bullet	6	"8,338"	9.029	NN
1	bulletin	8	"14,131"	9.556	NN
1	bullock	7	"1,033"	6.94	NN
1	bully	5	"1,379"	7.229	NN|VB
1	bum	3	"1,698"	7.437	NN|VB
1	bumble	6	132	4.883	VB
1	bump	4	"2,682"	7.894	NN|VB
1	bumper	6	"2,465"	7.81	JJ
1	bun	3	886	6.787	NN
1	bunch	5	"30,310"	10.319	NN|VB
1	bunny	5	"5,325"	8.58	NN
1	burden	6	"7,831"	8.966	NN|VB
1	bureau	6	"7,893"	8.974	NN
1	burglar	7	659	6.491	NN
1	burglary	8	890	6.791	NN
1	burial	6	"1,101"	7.004	NN
1	burn	4	"12,496"	9.433	VB|NN
1	burst	5	"6,353"	8.757	NN|VB
1	bury	4	"2,411"	7.788	VB|NN
1	bus	3	"35,778"	10.485	NN|VB
1	bush	4	"10,889"	9.296	NN
1	business	8	"156,876"	11.963	NN
1	busy	4	"19,614"	9.884	JJ
1	butcher	7	"1,840"	7.518	NN|VB
1	butler	6	"3,657"	8.204	NN
1	butt	4	"10,344"	9.244	NN|VB
1	butter	6	"6,848"	8.832	NN|VB
1	butterfly	9	"1,798"	7.494	NN|RB|JJ
1	button	6	"30,330"	10.32	NN|VB
1	buy	3	"130,387"	11.778	VB|NN
1	buyer	5	"17,902"	9.793	NN
1	buzz	4	"3,746"	8.228	NN|VB
1	cab	3	"3,387"	8.128	NN
1	cabbage	7	"1,124"	7.025	NN
1	cabin	5	"3,130"	8.049	NN
1	cabinet	7	"6,439"	8.77	NN
1	cable	5	"41,840"	10.642	NN|VB
1	caboose	7	248	5.513	NN
1	cactus	6	"1,211"	7.099	NN
1	cafe	4	"4,444"	8.399	NN
1	cafeteria	9	878	6.778	NN
1	caffeine	8	"3,216"	8.076	NN
1	cage	4	"8,498"	9.048	NN
1	cake	4	"6,250"	8.74	NN|VB
1	calcium	7	"3,158"	8.058	NN|JJ
1	calculate	9	"5,720"	8.652	VB
1	calculator	10	"3,880"	8.264	NN
1	calculus	8	"2,071"	7.636	NN|JJ
1	calendar	8	"9,382"	9.147	NN|JJ
1	calf	4	"1,478"	7.298	NN
1	California	10	"70,311"	11.161	NN
1	call	4	"241,962"	12.397	VB|NN
1	calm	4	"6,300"	8.748	JJ|NN|VB
1	calorie	7	455	6.12	NN
1	camel	5	"3,375"	8.124	NN
1	camera	6	"18,427"	9.822	NN
1	camp	4	"15,938"	9.676	NN|VB
1	campaign	8	"24,070"	10.089	NN|VB
1	camping	7	"4,209"	8.345	NN|VB
1	campus	6	"13,903"	9.54	NN
1	can	3	"1,625,073"	14.301	VB|NN
1	canal	5	"2,775"	7.928	NN
1	canary	6	720	6.579	NN|JJ
1	cancer	6	"18,210"	9.81	NN
1	candidate	9	"22,638"	10.027	NN
1	candle	6	"2,719"	7.908	NN
1	candy	5	"4,887"	8.494	NN
1	cane	4	"5,405"	8.595	NN|VB
1	cannon	6	"7,579"	8.933	NN
1	canoe	5	"1,727"	7.454	NN
1	canvas	6	"2,870"	7.962	NN|JJ
1	canvass	7	130	4.868	NN|VB
1	canyon	6	"4,250"	8.355	NN
1	cap	3	"13,881"	9.538	NN|VB
1	capability	10	"13,162"	9.485	NN
1	capacity	8	"16,207"	9.693	NN
1	cape	4	"5,458"	8.605	NN
1	capital	7	"24,646"	10.112	NN
1	captain	7	"21,156"	9.96	NN|VB
1	caption	7	"1,628"	7.395	NN|VB
1	captive	7	"2,136"	7.667	JJ|NN
1	capture	7	"10,098"	9.22	NN|VB
1	car	3	"86,253"	11.365	NN
1	caravan	7	"1,836"	7.515	NN
1	carbon	6	"6,035"	8.705	NN|JJ
1	card	4	"222,822"	12.314	NN
1	cardboard	9	"3,370"	8.123	NN
1	cardinal	8	"2,299"	7.74	NN|JJ
1	cards	5	"235,985"	12.372	NN
1	care	4	"104,469"	11.557	NN|VB
1	career	6	"26,071"	10.169	NN|VB
1	caress	6	"1,125"	7.026	VB
1	caring	6	"4,915"	8.5	VB
1	carnival	8	"1,920"	7.56	NN
1	carpenter	9	"2,342"	7.759	NN
1	carpet	6	"9,279"	9.136	NN|VB
1	carriage	8	"2,568"	7.851	NN
1	carrot	6	"1,435"	7.269	NN
1	carry	5	"36,637"	10.509	VB|NN
1	cart	4	"5,925"	8.687	NN|VB
1	carton	6	674	6.513	NN
1	cartoon	7	"6,203"	8.733	NN
1	case	4	"199,506"	12.204	NN|VB
1	cash	4	"39,508"	10.584	NN|VB
1	cashew	6	194	5.268	NN
1	cashier	7	769	6.645	NN
1	casket	6	385	5.953	NN
1	cast	4	"24,385"	10.102	NN|VB
1	castle	6	"11,629"	9.361	NN
1	cat	3	"38,649"	10.562	NN
1	catastrophe	11	"1,027"	6.934	NN
1	catch	5	"22,587"	10.025	VB|NN
1	catcher	7	"1,254"	7.134	NN
1	caterpillar	11	413	6.023	NN
1	cathedral	9	"3,060"	8.026	NN
1	Catholic	8	"12,267"	9.415	NN|JJ
1	cattle	6	"3,830"	8.251	NN
1	cauliflower	11	238	5.472	NN
1	cause	5	"79,705"	11.286	NN|VB
1	caution	7	"4,352"	8.378	NN|VB
1	cautious	8	"1,959"	7.58	JJ
1	cave	4	"7,507"	8.924	NN|VB
1	cavern	6	721	6.581	NN
1	cavity	6	"1,082"	6.987	NN
1	ceiling	7	"4,994"	8.516	NN
1	celebrate	9	"3,175"	8.063	VB
1	celebration	11	"2,901"	7.973	NN
1	celery	6	732	6.596	NN
1	cell	4	"16,077"	9.685	NN
1	cellar	6	"1,138"	7.037	NN
1	cello	5	"1,453"	7.281	NN
1	Celsius	7	614	6.42	JJ|NN
1	cement	6	"2,078"	7.639	NN|VB
1	cemetery	8	"1,475"	7.296	NN
1	cent	4	"6,305"	8.749	NN
1	center	6	"87,347"	11.378	NN|VB
1	central	7	"42,496"	10.657	JJ|NN
1	century	7	"31,984"	10.373	NN
1	ceramic	7	"1,792"	7.491	JJ
1	ceramics	8	626	6.439	NN
1	cereal	6	"3,178"	8.064	NN
1	ceremony	8	"5,060"	8.529	NN
1	chain	5	"23,315"	10.057	NN|VB
1	chair	5	"18,589"	9.83	NN|VB
1	chairperson	11	728	6.59	NN
1	chalk	5	"1,662"	7.416	NN|VB
1	challenge	9	"20,677"	9.937	NN|VB
1	chamber	7	"6,708"	8.811	NN
1	champagne	9	"1,424"	7.261	NN
1	champion	8	"8,243"	9.017	NN|VB
1	chance	6	"58,965"	10.985	NN|VB
1	change	6	"157,119"	11.965	NN|VB
1	channel	7	"40,054"	10.598	NN|VB
1	chaos	5	"19,314"	9.869	NN
1	chapel	6	"2,917"	7.978	NN
1	chapter	7	"22,942"	10.041	NN
1	character	9	"63,731"	11.062	NN
1	characteristic	14	"4,242"	8.353	NN|JJ
1	charcoal	8	853	6.749	NN
1	charge	6	"45,281"	10.721	NN|VB
1	charity	7	"6,875"	8.836	NN
1	charm	5	"3,829"	8.25	NN|VB
1	chart	5	"10,661"	9.274	NN|VB
1	chase	5	"9,066"	9.112	NN|VB
1	chauffeur	9	236	5.464	NN|VB
1	cheat	5	"6,137"	8.722	VB|NN
1	check	5	"170,581"	12.047	VB|NN
1	checkbook	9	454	6.118	NN
1	checkers	8	954	6.861	NN
1	cheddar	7	427	6.057	NN
1	cheek	5	"3,555"	8.176	NN
1	cheer	5	"1,904"	7.552	NN|VB
